Field number,Magnitude 7,Magnitude 10,Magnitude 13,SD 7,SD 10,SD 13
Zemax/Field1.tsv,0.211293,0.200024,0.225964,0.203607,0.214359,0.267317,0.221886,0.250616,0.43344,0.869858,0.0664533,0.0624509,0.0752594,0.0786546,0.0707638,0.0701123,0.0842304,0.0709249,0.256144,0.596165,
