Field number,Magnitude 7,Magnitude 10,Magnitude 13,SD 7,SD 10,SD 13
Zemax/Field1.tsv,0.203391,0.162298,0.23997,0.237305,0.274734,0.274698,0.679134,1.39017,3.56691,6.77421,0.0696046,0.0422456,0.0667779,0.0856406,0.0805104,0.116591,0.4703,0.698994,1.58665,3.27177,
