Listing of Huygens PSF Data

File : C:\Users\Feiyu Fang\Downloads\Spectrometer 20151214 + telescope.zmx
Title: 
Date : 30/10/2017
Configuration 1 of 2


1.3000 to 2.4000 µm at 0.0000, 0.0000 (deg).
Data spacing is 4.839 µm.
Data area is 154.862 by 154.862 µm.
Strehl ratio: 0.995
Pupil grid size: 32 by 32
Image grid size: 32 by 32
Center point is: 17, 17
Center coordinates  :  0.00000000E+000,  3.41414989E-006 Millimeters
Centroid offset     : -5.12448949E-012, -4.11883242E-005 Millimeters
Centroid coordinates: -5.12448949E-012, -3.77741743E-005 Millimeters

Values are relative intensity.

 1.0911E-003	 1.1550E-003	 6.5989E-004	 4.4001E-005	 1.0266E-003	 3.6601E-003	 5.5234E-003	 6.5392E-003	 9.2659E-003	 1.2704E-002	 1.3344E-002	 1.2572E-002	 1.4948E-002	 2.0698E-002	 2.6492E-002	 3.0358E-002	 3.1736E-002	 3.0358E-002	 2.6492E-002	 2.0698E-002	 1.4948E-002	 1.2572E-002	 1.3344E-002	 1.2704E-002	 9.2659E-003	 6.5392E-003	 5.5234E-003	 3.6601E-003	 1.0266E-003	 4.4001E-005	 6.5989E-004	 1.1550E-003
 1.1642E-003	 1.0744E-003	 3.6382E-004	 1.5936E-004	 2.1164E-003	 4.8595E-003	 6.1105E-003	 7.8175E-003	 1.1662E-002	 1.3796E-002	 1.3139E-002	 1.6142E-002	 2.5178E-002	 3.4970E-002	 4.4216E-002	 5.4474E-002	 5.9750E-002	 5.4474E-002	 4.4216E-002	 3.4970E-002	 2.5178E-002	 1.6142E-002	 1.3139E-002	 1.3796E-002	 1.1662E-002	 7.8175E-003	 6.1105E-003	 4.8595E-003	 2.1164E-003	 1.5936E-004	 3.6382E-004	 1.0744E-003
 1.1760E-003	 9.4160E-004	 1.6940E-004	 4.9075E-004	 3.0625E-003	 5.4906E-003	 6.5170E-003	 9.2695E-003	 1.3181E-002	 1.3644E-002	 1.4710E-002	 2.4003E-002	 3.7009E-002	 5.2197E-002	 8.6438E-002	 1.3892E-001	 1.6649E-001	 1.3892E-001	 8.6438E-002	 5.2197E-002	 3.7009E-002	 2.4003E-002	 1.4710E-002	 1.3644E-002	 1.3181E-002	 9.2695E-003	 6.5170E-003	 5.4906E-003	 3.0625E-003	 4.9075E-004	 1.6940E-004	 9.4160E-004
 1.1309E-003	 8.0295E-004	 8.1120E-005	 8.2420E-004	 3.6202E-003	 5.6645E-003	 6.8560E-003	 1.0433E-002	 1.3680E-002	 1.3346E-002	 1.7837E-002	 3.1519E-002	 4.7235E-002	 8.7264E-002	 2.0094E-001	 3.6310E-001	 4.4424E-001	 3.6310E-001	 2.0094E-001	 8.7264E-002	 4.7235E-002	 3.1519E-002	 1.7837E-002	 1.3346E-002	 1.3680E-002	 1.0433E-002	 6.8560E-003	 5.6645E-003	 3.6202E-003	 8.2420E-004	 8.1120E-005	 8.0295E-004
 1.0678E-003	 7.0193E-004	 5.8783E-005	 1.0292E-003	 3.8259E-003	 5.6239E-003	 7.0739E-003	 1.1024E-002	 1.3535E-002	 1.3122E-002	 2.0179E-002	 3.5586E-002	 5.7381E-002	 1.4104E-001	 3.6602E-001	 6.6769E-001	 8.1440E-001	 6.6769E-001	 3.6602E-001	 1.4104E-001	 5.7381E-002	 3.5586E-002	 2.0179E-002	 1.3122E-002	 1.3535E-002	 1.1024E-002	 7.0739E-003	 5.6239E-003	 3.8259E-003	 1.0292E-003	 5.8783E-005	 7.0193E-004
 1.0331E-003	 6.6656E-004	 6.2616E-005	 1.0742E-003	 3.8179E-003	 5.5379E-003	 7.0594E-003	 1.0987E-002	 1.3131E-002	 1.2670E-002	 2.0213E-002	 3.5838E-002	 6.2497E-002	 1.7122E-001	 4.5165E-001	 8.1840E-001	 9.9489E-001	 8.1840E-001	 4.5165E-001	 1.7122E-001	 6.2497E-002	 3.5838E-002	 2.0213E-002	 1.2670E-002	 1.3131E-002	 1.0987E-002	 7.0594E-003	 5.5379E-003	 3.8179E-003	 1.0742E-003	 6.2616E-005	 6.6656E-004
 1.0453E-003	 7.0482E-004	 7.9115E-005	 9.6804E-004	 3.6660E-003	 5.4626E-003	 6.7951E-003	 1.0390E-002	 1.2665E-002	 1.1984E-002	 1.7976E-002	 3.2541E-002	 5.6402E-002	 1.4436E-001	 3.7080E-001	 6.6931E-001	 8.1362E-001	 6.6931E-001	 3.7080E-001	 1.4436E-001	 5.6402E-002	 3.2541E-002	 1.7976E-002	 1.1984E-002	 1.2665E-002	 1.0390E-002	 6.7951E-003	 5.4626E-003	 3.6660E-003	 9.6804E-004	 7.9115E-005	 7.0482E-004
 1.0858E-003	 8.0476E-004	 1.2634E-004	 7.3068E-004	 3.3236E-003	 5.3574E-003	 6.4018E-003	 9.3590E-003	 1.2107E-002	 1.1461E-002	 1.4530E-002	 2.6474E-002	 4.3884E-002	 8.8871E-002	 2.0419E-001	 3.6197E-001	 4.3979E-001	 3.6197E-001	 2.0419E-001	 8.8871E-002	 4.3884E-002	 2.6474E-002	 1.4530E-002	 1.1461E-002	 1.2107E-002	 9.3590E-003	 6.4018E-003	 5.3574E-003	 3.3236E-003	 7.3068E-004	 1.2634E-004	 8.0476E-004
 1.1112E-003	 9.3388E-004	 2.4091E-004	 4.1832E-004	 2.6897E-003	 5.0593E-003	 6.0133E-003	 8.0799E-003	 1.1223E-002	 1.1435E-002	 1.1607E-002	 1.9057E-002	 3.2177E-002	 5.0498E-002	 8.6370E-002	 1.3617E-001	 1.6148E-001	 1.3617E-001	 8.6370E-002	 5.0498E-002	 3.2177E-002	 1.9057E-002	 1.1607E-002	 1.1435E-002	 1.1223E-002	 8.0799E-003	 6.0133E-003	 5.0593E-003	 2.6897E-003	 4.1832E-004	 2.4091E-004	 9.3388E-004
 1.0871E-003	 1.0462E-003	 4.4819E-004	 1.6303E-004	 1.7718E-003	 4.3429E-003	 5.6126E-003	 6.8179E-003	 9.7565E-003	 1.1539E-002	 1.0745E-002	 1.2876E-002	 2.1518E-002	 3.3020E-002	 4.4489E-002	 5.5171E-002	 6.0087E-002	 5.5171E-002	 4.4489E-002	 3.3020E-002	 2.1518E-002	 1.2876E-002	 1.0745E-002	 1.1539E-002	 9.7565E-003	 6.8179E-003	 5.6126E-003	 4.3429E-003	 1.7718E-003	 1.6303E-004	 4.4819E-004	 1.0462E-003
 1.0116E-003	 1.0998E-003	 7.2441E-004	 1.3782E-004	 8.2550E-004	 3.1475E-003	 5.0086E-003	 5.8401E-003	 7.8353E-003	 1.0726E-002	 1.1484E-002	 1.0858E-002	 1.3358E-002	 2.0275E-002	 2.8349E-002	 3.4213E-002	 3.6308E-002	 3.4213E-002	 2.8349E-002	 2.0275E-002	 1.3358E-002	 1.0858E-002	 1.1484E-002	 1.0726E-002	 7.8353E-003	 5.8401E-003	 5.0086E-003	 3.1475E-003	 8.2550E-004	 1.3782E-004	 7.2441E-004	 1.0998E-003
 8.9060E-004	 1.0708E-003	 9.7954E-004	 4.0577E-004	 2.4169E-004	 1.7508E-003	 3.9882E-003	 5.1704E-003	 6.1429E-003	 8.5787E-003	 1.1219E-002	 1.1922E-002	 1.1581E-002	 1.2700E-002	 1.5731E-002	 1.8859E-002	 2.0145E-002	 1.8859E-002	 1.5731E-002	 1.2700E-002	 1.1581E-002	 1.1922E-002	 1.1219E-002	 8.5787E-003	 6.1429E-003	 5.1704E-003	 3.9882E-003	 1.7508E-003	 2.4169E-004	 4.0577E-004	 9.7954E-004	 1.0708E-003
 7.1057E-004	 9.5599E-004	 1.1001E-003	 8.0225E-004	 2.0786E-004	 6.4058E-004	 2.5588E-003	 4.3976E-003	 5.2201E-003	 6.3307E-003	 8.7457E-003	 1.1337E-002	 1.2674E-002	 1.2884E-002	 1.2897E-002	 1.3090E-002	 1.3219E-002	 1.3090E-002	 1.2897E-002	 1.2884E-002	 1.2674E-002	 1.1337E-002	 8.7457E-003	 6.3307E-003	 5.2201E-003	 4.3976E-003	 2.5588E-003	 6.4058E-004	 2.0786E-004	 8.0225E-004	 1.1001E-003	 9.5599E-004
 4.7476E-004	 7.7105E-004	 1.0414E-003	 1.0573E-003	 5.2755E-004	 1.6567E-004	 1.1098E-003	 3.0344E-003	 4.5095E-003	 5.2095E-003	 6.1980E-003	 8.1454E-003	 1.0517E-002	 1.2455E-002	 1.3620E-002	 1.4157E-002	 1.4303E-002	 1.4157E-002	 1.3620E-002	 1.2455E-002	 1.0517E-002	 8.1454E-003	 6.1980E-003	 5.2095E-003	 4.5095E-003	 3.0344E-003	 1.1098E-003	 1.6567E-004	 5.2755E-004	 1.0573E-003	 1.0414E-003	 7.7105E-004
 2.5029E-004	 5.4562E-004	 8.6622E-004	 1.0640E-003	 8.4269E-004	 2.8859E-004	 2.3995E-004	 1.3165E-003	 3.0073E-003	 4.3535E-003	 5.1184E-003	 5.8155E-003	 6.9159E-003	 8.3948E-003	 9.8795E-003	 1.0957E-002	 1.1348E-002	 1.0957E-002	 9.8795E-003	 8.3948E-003	 6.9159E-003	 5.8155E-003	 5.1184E-003	 4.3535E-003	 3.0073E-003	 1.3165E-003	 2.3995E-004	 2.8859E-004	 8.4269E-004	 1.0640E-003	 8.6622E-004	 5.4562E-004
 1.4394E-004	 3.2081E-004	 6.5836E-004	 9.3303E-004	 9.7282E-004	 6.6130E-004	 2.2649E-004	 2.4271E-004	 1.0783E-003	 2.4941E-003	 3.9006E-003	 4.8868E-003	 5.4475E-003	 5.8230E-003	 6.2037E-003	 6.5591E-003	 6.7110E-003	 6.5591E-003	 6.2037E-003	 5.8230E-003	 5.4475E-003	 4.8868E-003	 3.9006E-003	 2.4941E-003	 1.0783E-003	 2.4271E-004	 2.2649E-004	 6.6130E-004	 9.7282E-004	 9.3303E-004	 6.5836E-004	 3.2081E-004
 2.2310E-004	 1.6296E-004	 4.3450E-004	 7.6364E-004	 9.4906E-004	 9.2913E-004	 6.9154E-004	 3.4388E-004	 2.0277E-004	 6.2213E-004	 1.6665E-003	 2.9984E-003	 4.1313E-003	 4.7953E-003	 5.0532E-003	 5.1142E-003	 5.1216E-003	 5.1142E-003	 5.0532E-003	 4.7953E-003	 4.1313E-003	 2.9984E-003	 1.6665E-003	 6.2213E-004	 2.0277E-004	 3.4388E-004	 6.9154E-004	 9.2913E-004	 9.4906E-004	 7.6364E-004	 4.3450E-004	 1.6296E-004
 4.5251E-004	 1.6529E-004	 2.1974E-004	 5.2320E-004	 8.0061E-004	 9.4807E-004	 1.0029E-003	 9.2266E-004	 6.3885E-004	 3.0379E-004	 2.7012E-004	 7.4793E-004	 1.5804E-003	 2.4101E-003	 2.9901E-003	 3.2891E-003	 3.3761E-003	 3.2891E-003	 2.9901E-003	 2.4101E-003	 1.5804E-003	 7.4793E-004	 2.7012E-004	 3.0379E-004	 6.3885E-004	 9.2266E-004	 1.0029E-003	 9.4807E-004	 8.0061E-004	 5.2320E-004	 2.1974E-004	 1.6529E-004
 6.9060E-004	 3.6807E-004	 1.5150E-004	 2.4418E-004	 5.0926E-004	 7.4204E-004	 9.2475E-004	 1.0908E-003	 1.1334E-003	 9.2763E-004	 5.5432E-004	 2.5751E-004	 2.0628E-004	 3.7362E-004	 6.1832E-004	 8.1075E-004	 8.8141E-004	 8.1075E-004	 6.1832E-004	 3.7362E-004	 2.0628E-004	 2.5751E-004	 5.5432E-004	 9.2763E-004	 1.1334E-003	 1.0908E-003	 9.2475E-004	 7.4204E-004	 5.0926E-004	 2.4418E-004	 1.5150E-004	 3.6807E-004
 7.6840E-004	 6.4452E-004	 3.3959E-004	 1.4540E-004	 2.0156E-004	 4.0431E-004	 6.2452E-004	 8.3692E-004	 1.0295E-003	 1.1322E-003	 1.0830E-003	 9.0372E-004	 6.8071E-004	 4.9617E-004	 3.8490E-004	 3.3667E-004	 3.2492E-004	 3.3667E-004	 3.8490E-004	 4.9617E-004	 6.8071E-004	 9.0372E-004	 1.0830E-003	 1.1322E-003	 1.0295E-003	 8.3692E-004	 6.2452E-004	 4.0431E-004	 2.0156E-004	 1.4540E-004	 3.3959E-004	 6.4452E-004
 6.2728E-004	 7.5789E-004	 6.3565E-004	 3.5918E-004	 1.5351E-004	 1.4239E-004	 2.9266E-004	 5.1241E-004	 7.3170E-004	 9.1621E-004	 1.0549E-003	 1.1440E-003	 1.1751E-003	 1.1435E-003	 1.0692E-003	 9.9646E-004	 9.6690E-004	 9.9646E-004	 1.0692E-003	 1.1435E-003	 1.1751E-003	 1.1440E-003	 1.0549E-003	 9.1621E-004	 7.3170E-004	 5.1241E-004	 2.9266E-004	 1.4239E-004	 1.5351E-004	 3.5918E-004	 6.3565E-004	 7.5789E-004
 3.8122E-004	 6.1137E-004	 7.4121E-004	 6.6742E-004	 4.4025E-004	 2.1475E-004	 1.3085E-004	 2.2931E-004	 4.4157E-004	 6.5628E-004	 8.1401E-004	 9.3145E-004	 1.0321E-003	 1.0972E-003	 1.1072E-003	 1.0850E-003	 1.0716E-003	 1.0850E-003	 1.1072E-003	 1.0972E-003	 1.0321E-003	 9.3145E-004	 8.1401E-004	 6.5628E-004	 4.4157E-004	 2.2931E-004	 1.3085E-004	 2.1475E-004	 4.4025E-004	 6.6742E-004	 7.4121E-004	 6.1137E-004
